0	2	289
1	2	1070
2	0	2907
2	1	1797
3	0	2907
3	1	2420
4	2	2585
5	2	1314
6	2	2563
7	2	1701
8	2	1106
9	0	1545
9	1	1797
10	2	890
11	2	2525
12	2	3175
13	2	1793
14	2	2304
15	2	457
16	0	2907
16	1	2865
17	0	2907
17	1	1305
18	2	1402
19	0	2773
19	1	1305
20	2	605
21	0	493
21	1	1879
22	2	228
23	2	833
24	2	550
25	2	3361
26	2	2554
27	2	429
28	2	1583
29	2	3451
30	2	1817
31	0	2907
31	1	1402
32	0	2773
32	1	2865
33	2	374
34	2	3263
35	2	1572
36	0	1545
36	1	2865
37	2	1349
38	0	677
38	1	2904
39	0	677
39	1	1879
40	2	1510
41	2	684
42	2	646
43	2	2300
44	0	3320
44	1	2420
45	0	2773
45	1	605
46	2	3108
47	0	624
47	1	2420
48	0	2094
48	1	1797
49	2	1642
50	2	1472
51	2	1949
52	0	624
52	1	1797
53	2	1908
54	2	201
55	0	2907
55	1	2860
56	0	267
56	1	2420
57	2	3174
58	2	2891
59	2	1278
60	0	2907
60	1	1701
61	0	1545
61	1	969
62	2	2120
63	2	2308
64	0	2773
64	1	2138
65	0	461
65	1	1402
66	2	790
67	2	1441
68	0	2773
68	1	2711
69	2	2493
70	2	2526
71	2	2849
72	2	1653
73	2	78
74	0	2773
74	1	3451
75	2	1061
76	0	3228
76	1	1797
77	2	3436
78	0	2907
78	1	3403
79	0	624
79	1	2711
80	2	3280
81	0	1975
81	1	3451
82	0	461
82	1	153
83	0	1124
83	1	457
84	2	1351
85	0	996
85	1	2711
86	0	461
86	1	605
87	0	329
87	1	1106
88	2	2672
89	0	1545
89	1	3181
90	0	1819
90	1	1797
91	0	996
91	1	1725
92	0	2907
92	1	3019
93	0	2773
93	1	3019
94	2	3484
95	2	3062
96	2	773
97	2	939
98	2	1506
99	0	2907
99	1	3121
100	0	996
100	1	1402
101	0	2773
101	1	1725
102	0	3471
102	1	2420
103	0	624
103	1	2138
104	2	385
105	0	1243
105	1	2588
106	0	3320
106	1	1797
107	0	2907
107	1	1349
108	0	2422
108	1	605
109	0	624
109	1	289
110	0	1726
110	1	2865
111	2	2949
112	0	1545
112	1	1879
113	2	1713
114	2	804
115	2	1011
116	2	3467
117	0	342
117	1	3181
118	2	527
119	0	2053
119	1	1305
120	2	164
121	0	2907
121	1	1817
122	0	624
122	1	969
123	2	1364
124	0	1319
124	1	2420
125	0	2907
125	1	164
126	2	2934
127	0	996
127	1	2138
128	2	1963
129	0	461
129	1	2904
130	2	2380
131	2	154
132	0	1319
132	1	457
133	2	1762
134	0	2773
134	1	2143
135	2	3067
136	0	3215
136	1	1797
137	0	1545
137	1	699
138	2	1490
139	2	3205
140	0	2907
140	1	699
141	2	259
142	2	944
143	0	240
143	1	605
144	0	2094
144	1	1070
145	2	2191
146	0	2907
146	1	109
147	2	1497
148	2	3294
149	0	1159
149	1	605
150	2	3015
151	0	1216
151	1	1305
152	2	17
153	2	3478
154	0	1611
154	1	2420
155	0	2907
155	1	530
156	0	2907
156	1	1640
157	0	3228
157	1	289
158	0	677
158	1	2711
159	2	1773
160	0	1726
160	1	2420
161	0	624
161	1	457
162	0	2773
162	1	1701
163	2	476
164	0	1243
164	1	2420
165	0	2053
165	1	2865
166	0	2773
166	1	1817
167	0	1680
167	1	457
168	0	995
168	1	828
169	2	2943
170	0	2773
170	1	1879
171	2	1221
172	0	2907
172	1	1317
173	0	1545
173	1	1349
174	0	329
174	1	749
175	2	2126
176	2	3076
177	0	1975
177	1	2420
178	2	1733
179	2	1371
180	0	2907
180	1	1229
181	2	1085
182	2	1318
183	2	1436
184	0	2422
184	1	1305
185	0	677
185	1	1701
186	0	342
186	1	3403
187	0	1020
187	1	302
188	0	2861
188	1	2420
189	0	2907
189	1	3266
190	0	1545
190	1	620
191	2	2450
192	2	2915
193	0	2053
193	1	1701
194	0	44
194	1	1797
195	0	2773
195	1	3403
196	2	1015
197	2	880
198	2	2078
199	2	1495
200	0	2966
200	1	1106
201	2	891
202	2	502
203	2	2393
204	0	329
204	1	3403
205	2	1971
206	0	3471
206	1	1070
207	2	2896
208	2	2399
209	0	1159
209	1	1402
210	2	2632
211	2	2440
212	2	1907
213	0	806
213	1	2420
214	0	3471
214	1	1305
215	0	2773
215	1	164
216	0	3098
216	1	1879
217	2	236
218	2	3335
219	2	2754
220	0	461
220	1	890
221	0	2773
221	1	3263
222	2	991
223	0	1545
223	1	3451
224	2	3102
225	0	1124
225	1	2420
226	2	2306
227	2	307
228	0	2083
228	1	1797
