0	2	1954
1	2	6110
2	0	2106
2	1	2169
3	0	7500
3	1	2169
4	0	1899
4	1	2169
5	0	7809
5	1	2169
6	2	2131
7	0	2674
7	1	8368
8	0	7270
8	1	1285
9	0	7809
9	1	1285
10	2	3201
11	0	3327
11	1	1285
12	2	5690
13	2	8004
14	0	7270
14	1	560
15	0	7809
15	1	560
16	2	4222
17	2	6088
18	0	433
18	1	560
19	0	7270
19	1	6718
20	0	5233
20	1	6718
21	2	6831
22	0	7809
22	1	3860
23	0	3917
23	1	2169
24	0	1214
24	1	2169
25	2	560
26	0	5103
26	1	560
27	0	2706
27	1	6083
28	2	6083
29	2	3913
30	2	6596
31	2	6199
32	2	3645
33	0	2674
33	1	2169
34	2	8392
35	2	898
36	2	8189
37	0	4606
37	1	6015
38	2	6015
39	0	8251
39	1	2169
40	0	6011
40	1	6718
41	0	5858
41	1	6718
42	0	7809
42	1	6718
43	0	4060
43	1	6718
44	2	6876
45	0	2706
45	1	6718
46	0	7270
46	1	510
47	0	7809
47	1	510
48	0	7809
48	1	6853
49	0	4606
49	1	6853
50	2	3860
51	2	2088
52	2	4609
53	2	3990
54	0	7270
54	1	6083
55	2	325
56	0	6011
56	1	3850
57	2	1237
58	0	2655
58	1	3404
59	0	1763
59	1	3404
60	2	2799
61	2	2808
62	0	7809
62	1	1860
63	2	3850
64	2	4644
65	2	5420
66	2	283
67	2	6853
68	0	7809
68	1	283
69	0	7292
69	1	6718
70	0	4606
70	1	6718
71	2	2932
72	0	4899
72	1	6718
73	0	7892
73	1	3850
74	2	3404
75	0	4606
75	1	3404
76	0	5858
76	1	2169
77	2	2169
78	2	1838
79	0	7809
79	1	3850
80	2	1121
81	2	648
82	0	7809
82	1	7872
83	0	8250
83	1	6669
84	0	2674
84	1	6669
85	2	4918
86	0	3327
86	1	6669
87	2	2056
88	0	7270
88	1	4644
89	0	7633
89	1	4644
90	0	7809
90	1	8551
91	2	6566
92	2	7427
93	2	2668
94	2	2158
95	0	7156
95	1	688
96	2	7690
97	2	7373
98	2	6920
99	0	4663
99	1	3850
100	0	242
100	1	6718
101	0	4606
101	1	6110
102	0	553
102	1	6718
103	0	4833
103	1	463
104	0	3165
104	1	2808
105	2	1968
106	2	2
107	0	7892
107	1	1968
108	2	7370
109	2	4639
110	2	7951
111	2	5798
112	2	2966
113	2	6636
114	2	2794
115	2	4744
116	2	510
117	2	7461
118	2	6288
119	0	7633
119	1	5420
120	0	3381
120	1	6718
121	2	3662
122	2	6718
123	2	12
124	0	4606
124	1	5539
125	0	7633
125	1	6718
126	2	6164
127	2	7739
128	0	4663
128	1	6718
129	2	6822
130	0	4302
130	1	2169
131	0	3704
131	1	2169
132	0	2674
132	1	688
133	2	688
134	0	4833
134	1	688
135	0	7270
135	1	3850
136	0	6221
136	1	3850
137	0	5858
137	1	3850
138	0	7270
138	1	688
139	2	4030
140	2	4474
141	0	4942
141	1	3850
142	2	3174
143	0	4606
143	1	6575
144	0	2674
144	1	6575
145	2	4545
146	0	7878
146	1	6015
147	0	4838
147	1	6015
148	0	2880
148	1	5420
149	0	5233
149	1	6920
150	2	4510
151	0	7809
151	1	4510
152	0	919
152	1	4510
153	0	433
153	1	4510
154	0	6011
154	1	4510
155	0	4888
155	1	4510
156	0	1672
156	1	3850
157	2	1163
158	2	1255
159	0	7270
159	1	6853
160	0	6547
160	1	6853
161	0	4833
161	1	6718
162	0	2297
162	1	6718
163	0	7809
163	1	4644
164	2	8018
165	0	7809
165	1	1375
166	2	5138
167	0	7809
167	1	6993
168	2	7724
169	0	7809
169	1	734
170	0	2880
170	1	6718
171	0	4833
171	1	1080
172	0	2674
172	1	1080
173	0	1508
173	1	1080
174	0	6138
174	1	7739
175	2	1513
176	0	7633
176	1	3404
177	2	2281
178	2	6244
179	2	1560
180	0	2106
180	1	5214
181	0	8366
181	1	5214
182	2	1808
183	0	7809
183	1	233
184	0	5541
184	1	233
185	0	5799
185	1	233
186	0	5233
186	1	233
187	0	7809
187	1	7739
188	0	600
188	1	7739
189	0	3960
189	1	6718
190	0	2674
190	1	283
191	2	1080
192	0	242
192	1	2355
193	0	3327
193	1	2355
194	2	7806
195	0	5093
195	1	7989
196	0	7809
196	1	7989
197	0	7892
197	1	6920
198	0	7809
198	1	6920
199	0	4606
199	1	1080
200	2	2891
201	0	7809
201	1	1080
202	0	1474
202	1	2122
203	0	2674
203	1	2122
204	0	7270
204	1	2122
205	0	6294
205	1	2122
206	0	2297
206	1	5484
207	0	7809
207	1	5484
208	0	242
208	1	5484
209	2	4437
210	0	1672
210	1	6083
211	0	3165
211	1	8549
212	0	3381
212	1	8549
213	2	7187
214	0	5462
214	1	6718
215	2	7835
216	0	4606
216	1	3850
217	2	5660
218	2	7186
219	2	2117
220	2	6669
221	2	4921
222	2	4904
223	0	4606
223	1	6920
224	2	7454
225	0	7809
225	1	3174
226	0	4606
226	1	4510
227	0	3027
227	1	3989
228	2	3819
229	2	6663
230	2	6023
231	0	3327
231	1	3860
232	2	5787
233	0	8443
233	1	560
234	0	4606
234	1	560
235	0	4606
235	1	2169
236	2	5742
237	0	7809
237	1	1791
238	2	2828
239	0	4606
239	1	3564
240	2	6575
241	0	3445
241	1	6575
242	0	668
242	1	6575
243	2	2991
244	0	7809
244	1	213
245	0	7809
245	1	3989
246	0	4606
246	1	3989
247	2	3268
248	0	7809
248	1	1631
249	2	85
250	2	5832
251	2	4387
252	2	7486
253	0	433
253	1	2671
254	2	408
255	2	936
256	2	793
257	0	4888
257	1	6083
258	0	7809
258	1	6083
259	0	433
259	1	3564
260	2	3564
261	2	3353
262	2	2755
263	0	7809
263	1	4545
264	0	7633
264	1	2761
265	2	2761
266	2	1969
267	0	8443
267	1	1791
268	0	6221
268	1	1791
269	2	953
270	2	6403
271	0	433
271	1	1930
272	0	4606
272	1	1930
273	0	3980
273	1	8154
274	0	4606
274	1	8154
275	2	3529
276	2	1529
277	0	8124
277	1	5420
278	2	5005
279	2	5252
280	0	1258
280	1	6718
281	2	7861
282	2	7061
283	2	5344
284	2	6706
285	2	973
286	0	7892
286	1	5420
287	2	4924
288	2	1979
289	0	7809
289	1	4465
290	0	7270
290	1	6663
291	0	5468
291	1	6663
292	0	7270
292	1	283
293	0	7809
293	1	830
294	0	433
294	1	3850
295	2	5663
296	0	7809
296	1	2122
297	2	5849
298	2	5213
299	0	2674
299	1	6083
300	0	7892
300	1	6083
301	0	5541
301	1	560
302	2	3790
303	0	2297
303	1	1808
304	2	1358
305	2	2350
306	2	5349
307	2	4221
308	0	5103
308	1	4644
309	0	5799
309	1	6920
310	2	1172
311	0	3581
311	1	6718
312	2	712
313	0	7809
313	1	1930
314	0	7878
314	1	3451
315	2	4801
316	0	4606
316	1	3451
317	0	3445
317	1	6718
318	0	4663
318	1	6083
319	2	7786
320	2	3765
321	2	7730
322	2	6993
323	2	2766
324	0	4606
324	1	5420
325	0	5579
325	1	560
326	2	3777
327	2	6932
328	0	2636
328	1	1285
329	0	7633
329	1	1285
